index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
82061,worthy,6,n e w s w o r t h y,2 5 11 12 15 16 17 18 19 26,"""- w o r t h -""","""n e w s - y""","Simple edit score, Progressive alignment",82061,worthy,6,n e w s w o r t h y,2 5 11 12 15 16 17 18 19 26,"""- w o r t h -""","""n e w s - y""","Simple edit score, Progressive alignment with LCS"
82062,worthy,7,n o t e w o r t h y,2 4 13 14 15 16 17 18 19 26,"""- w o r t h -""","""n o t e - y""","Simple edit score, Progressive alignment",82062,worthy,7,n o t e w o r t h y,2 4 13 14 15 16 17 18 19 26,"""- w o r t h -""","""n o t e - y""","Simple edit score, Progressive alignment with LCS"
82063,worthy,8,p r a i s e w o r t h i l y,1 3 6 9 12 14 15 16 17 18 19 20 25 26,"""- w o r t h -""","""p r a i s e - i l y""","Simple edit score, Progressive alignment",82063,worthy,8,p r a i s e w o r t h i l y,1 3 6 9 12 14 15 16 17 18 19 20 25 26,"""- w o r t h -""","""p r a i s e - i l y""","Simple edit score, Progressive alignment with LCS"
82064,worthy,9,p r a i s e w o r t h i n e s s,1 3 6 9 12 14 15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""p r a i s e - i n e s s""","Simple edit score, Progressive alignment",82064,worthy,9,p r a i s e w o r t h i n e s s,1 3 6 9 12 14 15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""p r a i s e - i n e s s""","Simple edit score, Progressive alignment with LCS"
82065,worthy,10,p r a i s e w o r t h y,1 3 6 9 12 14 15 16 17 18 19 26,"""- w o r t h -""","""p r a i s e - y""","Simple edit score, Progressive alignment",82065,worthy,10,p r a i s e w o r t h y,1 3 6 9 12 14 15 16 17 18 19 26,"""- w o r t h -""","""p r a i s e - y""","Simple edit score, Progressive alignment with LCS"
82066,worthy,11,r o a d w o r t h i n e s s,3 4 6 8 15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""r o a d - i n e s s""","Simple edit score, Progressive alignment",82066,worthy,11,r o a d w o r t h i n e s s,3 4 6 8 15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""r o a d - i n e s s""","Simple edit score, Progressive alignment with LCS"
82067,worthy,12,r o a d w o r t h y,3 4 6 8 15 16 17 18 19 26,"""- w o r t h -""","""r o a d - y""","Simple edit score, Progressive alignment",82067,worthy,12,r o a d w o r t h y,3 4 6 8 15 16 17 18 19 26,"""- w o r t h -""","""r o a d - y""","Simple edit score, Progressive alignment with LCS"
82068,worthy,13,s e a w o r t h y,4 5 6 15 16 17 18 19 26,"""- w o r t h -""","""s e a - y""","Simple edit score, Progressive alignment",82068,worthy,13,s e a w o r t h y,4 5 6 15 16 17 18 19 26,"""- w o r t h -""","""s e a - y""","Simple edit score, Progressive alignment with LCS"
82069,worthy,14,t r u s t w o r t h i n e s s,2 3 11 12 13 15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""t r u s t - i n e s s""","Simple edit score, Progressive alignment",82069,worthy,14,t r u s t w o r t h i n e s s,2 3 11 12 13 15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""t r u s t - i n e s s""","Simple edit score, Progressive alignment with LCS"
82070,worthy,15,t r u s t w o r t h y,2 3 11 12 13 15 16 17 18 19 26,"""- w o r t h -""","""t r u s t - y""","Simple edit score, Progressive alignment",82070,worthy,15,t r u s t w o r t h y,2 3 11 12 13 15 16 17 18 19 26,"""- w o r t h -""","""t r u s t - y""","Simple edit score, Progressive alignment with LCS"
82071,worthy,16,w o r t h i e r,15 16 17 18 19 20 22 25,"""- w o r t h -""","""- i e r""","Simple edit score, Progressive alignment",82071,worthy,16,w o r t h i e r,15 16 17 18 19 20 22 25,"""- w o r t h -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
82072,worthy,17,w o r t h i e s,15 16 17 18 19 20 22 23,"""- w o r t h -""","""- i e s""","Simple edit score, Progressive alignment",82072,worthy,17,w o r t h i e s,15 16 17 18 19 20 22 23,"""- w o r t h -""","""- i e s""","Simple edit score, Progressive alignment with LCS"
82073,worthy,18,w o r t h i e s t,15 16 17 18 19 20 22 23 25,"""- w o r t h -""","""- i e s t""","Simple edit score, Progressive alignment",82073,worthy,18,w o r t h i e s t,15 16 17 18 19 20 22 23 25,"""- w o r t h -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
82074,worthy,19,w o r t h i l y,15 16 17 18 19 20 25 26,"""- w o r t h -""","""- i l y""","Simple edit score, Progressive alignment",82074,worthy,19,w o r t h i l y,15 16 17 18 19 20 25 26,"""- w o r t h -""","""- i l y""","Simple edit score, Progressive alignment with LCS"
82075,worthy,20,w o r t h i n e s s,15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""- i n e s s""","Simple edit score, Progressive alignment",82075,worthy,20,w o r t h i n e s s,15 16 17 18 19 20 21 22 23 24,"""- w o r t h -""","""- i n e s s""","Simple edit score, Progressive alignment with LCS"
82076,worthy,21,w o r t h y,15 16 17 18 19 26,"""- w o r t h -""","""- y""","Simple edit score, Progressive alignment",82076,worthy,21,w o r t h y,15 16 17 18 19 26,"""- w o r t h -""","""- y""","Simple edit score, Progressive alignment with LCS"
27707,flow diagram,0,f l o w _ d i a g r a m,0 1 2 3 4 5 6 7 8 9 10 11,"""f l o w _ d i a g r a m -""","""-""","Simple edit score, Progressive alignment",27707,flow diagram,0,f l o w _ d i a g r a m,0 1 2 3 4 5 6 7 8 9 10 11,"""f l o w _ d i a g r a m -""","""-""","Simple edit score, Progressive alignment with LCS"
27708,flow diagram,1,f l o w _ d i a g r a m s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""f l o w _ d i a g r a m -""","""- s""","Simple edit score, Progressive alignment",27708,flow diagram,1,f l o w _ d i a g r a m s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""f l o w _ d i a g r a m -""","""- s""","Simple edit score, Progressive alignment with LCS"
61018,rubble,0,r u b b l e,0 1 2 3 4 5,"""r u b b l e""","""-""","Simple edit score, Progressive alignment",61018,rubble,0,r u b b l e,0 1 2 3 4 5,"""r u b b l e""","""-""","Simple edit score, Progressive alignment with LCS"
43002,manicure,0,m a n i c u r e,0 1 2 3 4 5 6 10,"""m a n i c u r -""","""- e""","Simple edit score, Progressive alignment",43002,manicure,0,m a n i c u r e,0 1 2 3 4 5 6 10,"""m a n i c u r -""","""- e""","Simple edit score, Progressive alignment with LCS"
43003,manicure,1,m a n i c u r e d,0 1 2 3 4 5 6 10 14,"""m a n i c u r -""","""- e d""","Simple edit score, Progressive alignment",43003,manicure,1,m a n i c u r e d,0 1 2 3 4 5 6 10 14,"""m a n i c u r -""","""- e d""","Simple edit score, Progressive alignment with LCS"
43004,manicure,2,m a n i c u r e s,0 1 2 3 4 5 6 10 11,"""m a n i c u r -""","""- e s""","Simple edit score, Progressive alignment",43004,manicure,2,m a n i c u r e s,0 1 2 3 4 5 6 10 11,"""m a n i c u r -""","""- e s""","Simple edit score, Progressive alignment with LCS"
43005,manicure,3,m a n i c u r i n g,0 1 2 3 4 5 6 7 8 9,"""m a n i c u r -""","""- i n g""","Simple edit score, Progressive alignment",43005,manicure,3,m a n i c u r i n g,0 1 2 3 4 5 6 7 8 9,"""m a n i c u r -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
43006,manicure,4,m a n i c u r i s t,0 1 2 3 4 5 6 7 11 12,"""m a n i c u r -""","""- i s t""","Simple edit score, Progressive alignment",43006,manicure,4,m a n i c u r i s t,0 1 2 3 4 5 6 7 11 12,"""m a n i c u r -""","""- i s t""","Simple edit score, Progressive alignment with LCS"
43007,manicure,5,m a n i c u r i s t s,0 1 2 3 4 5 6 7 11 12 13,"""m a n i c u r -""","""- i s t s""","Simple edit score, Progressive alignment",43007,manicure,5,m a n i c u r i s t s,0 1 2 3 4 5 6 7 11 12 13,"""m a n i c u r -""","""- i s t s""","Simple edit score, Progressive alignment with LCS"
19815,deaf-mute,0,d e a f - m u t e,0 1 2 3 4 5 6 7,"""d e a f m u t e -""","""-""","Simple edit score, Progressive alignment",19815,deaf-mute,0,d e a f - m u t e,0 1 2 3 4 5 6 7,"""d e a f m u t e -""","""-""","Simple edit score, Progressive alignment with LCS"
19816,deaf-mute,1,d e a f - m u t e s,0 1 2 3 4 5 6 7 8,"""d e a f m u t e -""","""- s""","Simple edit score, Progressive alignment",19816,deaf-mute,1,d e a f - m u t e s,0 1 2 3 4 5 6 7 8,"""d e a f m u t e -""","""- s""","Simple edit score, Progressive alignment with LCS"
49430,paid-up,0,p a i d - u p,0 1 2 3 5 6,"""p a i d - u p""","""-""","Simple edit score, Progressive alignment",49430,paid-up,0,p a i d - u p,0 1 2 3 5 6,"""p a i d - u p""","""-""","Simple edit score, Progressive alignment with LCS"
21046,dire,0,d i r e,0 1 2 3,"""d i r e -""","""-""","Simple edit score, Progressive alignment",21046,dire,0,d i r e,0 1 2 3,"""d i r e -""","""-""","Simple edit score, Progressive alignment with LCS"
21047,dire,1,d i r e f u l,0 1 2 3 4 5 7,"""d i r e -""","""- f u l""","Simple edit score, Progressive alignment",21047,dire,1,d i r e f u l,0 1 2 3 4 5 7,"""d i r e -""","""- f u l""","Simple edit score, Progressive alignment with LCS"
21048,dire,2,d i r e f u l l y,0 1 2 3 4 5 6 7 8,"""d i r e -""","""- f u l l y""","Simple edit score, Progressive alignment",21048,dire,2,d i r e f u l l y,0 1 2 3 4 5 6 7 8,"""d i r e -""","""- f u l l y""","Simple edit score, Progressive alignment with LCS"
21049,dire,3,d i r e r,0 1 2 3 11,"""d i r e -""","""- r""","Simple edit score, Progressive alignment",21049,dire,3,d i r e r,0 1 2 3 11,"""d i r e -""","""- r""","Simple edit score, Progressive alignment with LCS"
21050,dire,4,d i r e s t,0 1 2 3 9 10,"""d i r e -""","""- s t""","Simple edit score, Progressive alignment",21050,dire,4,d i r e s t,0 1 2 3 9 10,"""d i r e -""","""- s t""","Simple edit score, Progressive alignment with LCS"
1944,accredited,0,a c c r e d i t e d,0 1 2 3 4 5 6 7 8 9,"""a c c r e d i t e d""","""-""","Simple edit score, Progressive alignment",1944,accredited,0,a c c r e d i t e d,0 1 2 3 4 5 6 7 8 9,"""a c c r e d i t e d""","""-""","Simple edit score, Progressive alignment with LCS"
80915,whither,0,w h i t h e r,0 1 2 3 4 5 6,"""w h i t h e r""","""-""","Simple edit score, Progressive alignment",80915,whither,0,w h i t h e r,0 1 2 3 4 5 6,"""w h i t h e r""","""-""","Simple edit score, Progressive alignment with LCS"
40861,lightning,0,l i g h t n i n g,5 6 7 8 9 10 11 12 13,"""- l i g h t n i n g -""","""-""","Simple edit score, Progressive alignment",40861,lightning,0,l i g h t n i n g,5 6 7 8 9 10 11 12 13,"""- l i g h t n i n g -""","""-""","Simple edit score, Progressive alignment with LCS"
40862,lightning,1,l i g h t n i n g - c o n d u c t o r,5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23,"""- l i g h t n i n g -""","""- c o n d u c t o r""","Simple edit score, Progressive alignment",40862,lightning,1,l i g h t n i n g - c o n d u c t o r,5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23,"""- l i g h t n i n g -""","""- c o n d u c t o r""","Simple edit score, Progressive alignment with LCS"
40863,lightning,2,l i g h t n i n g - c o n d u c t o r s,5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24,"""- l i g h t n i n g -""","""- c o n d u c t o r s""","Simple edit score, Progressive alignment",40863,lightning,2,l i g h t n i n g - c o n d u c t o r s,5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24,"""- l i g h t n i n g -""","""- c o n d u c t o r s""","Simple edit score, Progressive alignment with LCS"
40864,lightning,3,l i g h t n i n g - r o d,5 6 7 8 9 10 11 12 13 15 16 18,"""- l i g h t n i n g -""","""- r o d""","Simple edit score, Progressive alignment",40864,lightning,3,l i g h t n i n g - r o d,5 6 7 8 9 10 11 12 13 15 16 18,"""- l i g h t n i n g -""","""- r o d""","Simple edit score, Progressive alignment with LCS"
40865,lightning,4,l i g h t n i n g - r o d s,5 6 7 8 9 10 11 12 13 15 16 18 24,"""- l i g h t n i n g -""","""- r o d s""","Simple edit score, Progressive alignment",40865,lightning,4,l i g h t n i n g - r o d s,5 6 7 8 9 10 11 12 13 15 16 18 24,"""- l i g h t n i n g -""","""- r o d s""","Simple edit score, Progressive alignment with LCS"
40866,lightning,5,s h e e t - l i g h t n i n g,0 1 2 3 4 5 6 7 8 9 10 11 12 13,"""- l i g h t n i n g -""","""s h e e t -""","Simple edit score, Progressive alignment",40866,lightning,5,s h e e t - l i g h t n i n g,0 1 2 3 4 5 6 7 8 9 10 11 12 13,"""- l i g h t n i n g -""","""s h e e t -""","Simple edit score, Progressive alignment with LCS"
59902,rigor mortis,0,r i g o r _ m o r t i s,0 1 2 3 4 5 6 7 8 9 10 11,"""r i g o r _ m o r t i s""","""-""","Simple edit score, Progressive alignment",59902,rigor mortis,0,r i g o r _ m o r t i s,0 1 2 3 4 5 6 7 8 9 10 11,"""r i g o r _ m o r t i s""","""-""","Simple edit score, Progressive alignment with LCS"
26896,firm,0,a f f i r m,4 5 6 7 8 9,"""- f - i r m -""","""a - f -""","Simple edit score, Progressive alignment",26896,firm,0,a f f i r m,4 5 6 7 8 9,"""- f - i r m -""","""a - f -""","Simple edit score, Progressive alignment with LCS"
26897,firm,1,a f f i r m a t i o n,4 5 6 7 8 9 10 13 15 17 18,"""- f - i r m -""","""a - f - a t i o n""","Simple edit score, Progressive alignment",26897,firm,1,a f f i r m a t i o n,4 5 6 7 8 9 10 13 15 17 18,"""- f - i r m -""","""a - f - a t i o n""","Simple edit score, Progressive alignment with LCS"
26898,firm,2,a f f i r m a t i o n s,4 5 6 7 8 9 10 13 15 17 18 19,"""- f - i r m -""","""a - f - a t i o n s""","Simple edit score, Progressive alignment",26898,firm,2,a f f i r m a t i o n s,4 5 6 7 8 9 10 13 15 17 18 19,"""- f - i r m -""","""a - f - a t i o n s""","Simple edit score, Progressive alignment with LCS"
26899,firm,3,a f f i r m e d,4 5 6 7 8 9 16 21,"""- f - i r m -""","""a - f - e d""","Simple edit score, Progressive alignment",26899,firm,3,a f f i r m e d,4 5 6 7 8 9 16 21,"""- f - i r m -""","""a - f - e d""","Simple edit score, Progressive alignment with LCS"
26900,firm,4,a f f i r m i n g,4 5 6 7 8 9 15 18 20,"""- f - i r m -""","""a - f - i n g""","Simple edit score, Progressive alignment",26900,firm,4,a f f i r m i n g,4 5 6 7 8 9 15 18 20,"""- f - i r m -""","""a - f - i n g""","Simple edit score, Progressive alignment with LCS"
26901,firm,5,a f f i r m s,4 5 6 7 8 9 19,"""- f - i r m -""","""a - f - s""","Simple edit score, Progressive alignment",26901,firm,5,a f f i r m s,4 5 6 7 8 9 19,"""- f - i r m -""","""a - f - s""","Simple edit score, Progressive alignment with LCS"
26902,firm,6,f i r m,5 7 8 9,"""- f - i r m -""","""-""","Simple edit score, Progressive alignment",26902,firm,6,f i r m,5 7 8 9,"""- f - i r m -""","""-""","Simple edit score, Progressive alignment with LCS"
26903,firm,7,f i r m e d,5 7 8 9 16 21,"""- f - i r m -""","""- e d""","Simple edit score, Progressive alignment",26903,firm,7,f i r m e d,5 7 8 9 16 21,"""- f - i r m -""","""- e d""","Simple edit score, Progressive alignment with LCS"
26904,firm,8,f i r m e r,5 7 8 9 16 17,"""- f - i r m -""","""- e r""","Simple edit score, Progressive alignment",26904,firm,8,f i r m e r,5 7 8 9 16 17,"""- f - i r m -""","""- e r""","Simple edit score, Progressive alignment with LCS"
26905,firm,9,f i r m e s t,5 7 8 9 16 19 20,"""- f - i r m -""","""- e s t""","Simple edit score, Progressive alignment",26905,firm,9,f i r m e s t,5 7 8 9 16 19 20,"""- f - i r m -""","""- e s t""","Simple edit score, Progressive alignment with LCS"
26906,firm,10,f i r m i n g,5 7 8 9 15 18 20,"""- f - i r m -""","""- i n g""","Simple edit score, Progressive alignment",26906,firm,10,f i r m i n g,5 7 8 9 15 18 20,"""- f - i r m -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
26907,firm,11,f i r m l y,5 7 8 9 12 14,"""- f - i r m -""","""- l y""","Simple edit score, Progressive alignment",26907,firm,11,f i r m l y,5 7 8 9 12 14,"""- f - i r m -""","""- l y""","Simple edit score, Progressive alignment with LCS"
26908,firm,12,f i r m n e s s,5 7 8 9 11 16 17 19,"""- f - i r m -""","""- n e s s""","Simple edit score, Progressive alignment",26908,firm,12,f i r m n e s s,5 7 8 9 11 16 17 19,"""- f - i r m -""","""- n e s s""","Simple edit score, Progressive alignment with LCS"
26909,firm,13,f i r m s,5 7 8 9 19,"""- f - i r m -""","""- s""","Simple edit score, Progressive alignment",26909,firm,13,f i r m s,5 7 8 9 19,"""- f - i r m -""","""- s""","Simple edit score, Progressive alignment with LCS"
26910,firm,14,i n f i r m,0 1 5 7 8 9,"""- f - i r m -""","""i n -""","Simple edit score, Progressive alignment",26910,firm,14,i n f i r m,0 1 5 7 8 9,"""- f - i r m -""","""i n -""","Simple edit score, Progressive alignment with LCS"
26911,firm,15,i n f i r m a r i e s,0 1 5 7 8 9 10 11 15 16 19,"""- f - i r m -""","""i n - a r i e s""","Simple edit score, Progressive alignment",26911,firm,15,i n f i r m a r i e s,0 1 5 7 8 9 10 11 15 16 19,"""- f - i r m -""","""i n - a r i e s""","Simple edit score, Progressive alignment with LCS"
26912,firm,16,i n f i r m a r y,0 1 5 7 8 9 10 11 14,"""- f - i r m -""","""i n - a r y""","Simple edit score, Progressive alignment",26912,firm,16,i n f i r m a r y,0 1 5 7 8 9 10 11 14,"""- f - i r m -""","""i n - a r y""","Simple edit score, Progressive alignment with LCS"
26913,firm,17,i n f i r m i t i e s,0 1 5 7 8 9 12 13 15 16 19,"""- f - i r m -""","""i n - i t i e s""","Simple edit score, Progressive alignment",26913,firm,17,i n f i r m i t i e s,0 1 5 7 8 9 12 13 15 16 19,"""- f - i r m -""","""i n - i t i e s""","Simple edit score, Progressive alignment with LCS"
26914,firm,18,i n f i r m i t y,0 1 5 7 8 9 12 13 14,"""- f - i r m -""","""i n - i t y""","Simple edit score, Progressive alignment",26914,firm,18,i n f i r m i t y,0 1 5 7 8 9 12 13 14,"""- f - i r m -""","""i n - i t y""","Simple edit score, Progressive alignment with LCS"
26915,firm,19,r e a f f i r m,2 3 4 5 6 7 8 9,"""- f - i r m -""","""r e a - f -""","Simple edit score, Progressive alignment",26915,firm,19,r e a f f i r m,2 3 4 5 6 7 8 9,"""- f - i r m -""","""r e a - f -""","Simple edit score, Progressive alignment with LCS"
26916,firm,20,r e a f f i r m e d,2 3 4 5 6 7 8 9 16 21,"""- f - i r m -""","""r e a - f - e d""","Simple edit score, Progressive alignment",26916,firm,20,r e a f f i r m e d,2 3 4 5 6 7 8 9 16 21,"""- f - i r m -""","""r e a - f - e d""","Simple edit score, Progressive alignment with LCS"
26917,firm,21,r e a f f i r m i n g,2 3 4 5 6 7 8 9 15 18 20,"""- f - i r m -""","""r e a - f - i n g""","Simple edit score, Progressive alignment",26917,firm,21,r e a f f i r m i n g,2 3 4 5 6 7 8 9 15 18 20,"""- f - i r m -""","""r e a - f - i n g""","Simple edit score, Progressive alignment with LCS"
26918,firm,22,r e a f f i r m s,2 3 4 5 6 7 8 9 19,"""- f - i r m -""","""r e a - f - s""","Simple edit score, Progressive alignment",26918,firm,22,r e a f f i r m s,2 3 4 5 6 7 8 9 19,"""- f - i r m -""","""r e a - f - s""","Simple edit score, Progressive alignment with LCS"
41378,live by,0,l i v e _ b y,0 1 2 6 9 10 11,"""l i v - _ b y""","""- e -""","Simple edit score, Progressive alignment",41378,live by,0,l i v e _ b y,0 1 2 6 9 10 11,"""l i v - _ b y""","""- e -""","Simple edit score, Progressive alignment with LCS"
41379,live by,1,l i v e d _ b y,0 1 2 6 8 9 10 11,"""l i v - _ b y""","""- e d -""","Simple edit score, Progressive alignment",41379,live by,1,l i v e d _ b y,0 1 2 6 8 9 10 11,"""l i v - _ b y""","""- e d -""","Simple edit score, Progressive alignment with LCS"
41380,live by,2,l i v e s _ b y,0 1 2 6 7 9 10 11,"""l i v - _ b y""","""- e s -""","Simple edit score, Progressive alignment",41380,live by,2,l i v e s _ b y,0 1 2 6 7 9 10 11,"""l i v - _ b y""","""- e s -""","Simple edit score, Progressive alignment with LCS"
41381,live by,3,l i v i n g _ b y,0 1 2 3 4 5 9 10 11,"""l i v - _ b y""","""- i n g -""","Simple edit score, Progressive alignment",41381,live by,3,l i v i n g _ b y,0 1 2 3 4 5 9 10 11,"""l i v - _ b y""","""- i n g -""","Simple edit score, Progressive alignment with LCS"
30022,garden party,0,g a r d e n _ p a r t i e s,0 1 2 3 4 5 6 7 8 9 10 11 12 13,"""g a r d e n _ p a r t -""","""- i e s""","Simple edit score, Progressive alignment",30022,garden party,0,g a r d e n _ p a r t i e s,0 1 2 3 4 5 6 7 8 9 10 11 12 13,"""g a r d e n _ p a r t -""","""- i e s""","Simple edit score, Progressive alignment with LCS"
30023,garden party,1,g a r d e n _ p a r t y,0 1 2 3 4 5 6 7 8 9 10 14,"""g a r d e n _ p a r t -""","""- y""","Simple edit score, Progressive alignment",30023,garden party,1,g a r d e n _ p a r t y,0 1 2 3 4 5 6 7 8 9 10 14,"""g a r d e n _ p a r t -""","""- y""","Simple edit score, Progressive alignment with LCS"
46831,needy,0,n e e d i e r,0 1 2 3 5 7 8,"""n e e d -""","""- i e r""","Simple edit score, Progressive alignment",46831,needy,0,n e e d i e r,0 1 2 3 5 7 8,"""n e e d -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
46832,needy,1,n e e d i e s t,0 1 2 3 5 7 9 11,"""n e e d -""","""- i e s t""","Simple edit score, Progressive alignment",46832,needy,1,n e e d i e s t,0 1 2 3 5 7 9 11,"""n e e d -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
46833,needy,2,n e e d i n e s s,0 1 2 3 5 6 7 9 10,"""n e e d -""","""- i n e s s""","Simple edit score, Progressive alignment",46833,needy,2,n e e d i n e s s,0 1 2 3 5 6 7 9 10,"""n e e d -""","""- i n e s s""","Simple edit score, Progressive alignment with LCS"
46834,needy,3,n e e d y,0 1 2 3 4,"""n e e d -""","""- y""","Simple edit score, Progressive alignment",46834,needy,3,n e e d y,0 1 2 3 4,"""n e e d -""","""- y""","Simple edit score, Progressive alignment with LCS"
46132,muffin,0,m u f f i n,0 1 2 3 4 5,"""m u f f i n -""","""-""","Simple edit score, Progressive alignment",46132,muffin,0,m u f f i n,0 1 2 3 4 5,"""m u f f i n -""","""-""","Simple edit score, Progressive alignment with LCS"
46133,muffin,1,m u f f i n - m a n,0 1 2 3 4 5 7 8 10,"""m u f f i n -""","""- m a n""","Simple edit score, Progressive alignment",46133,muffin,1,m u f f i n - m a n,0 1 2 3 4 5 7 8 10,"""m u f f i n -""","""- m a n""","Simple edit score, Progressive alignment with LCS"
46134,muffin,2,m u f f i n - m e n,0 1 2 3 4 5 7 9 10,"""m u f f i n -""","""- m e n""","Simple edit score, Progressive alignment",46134,muffin,2,m u f f i n - m e n,0 1 2 3 4 5 7 9 10,"""m u f f i n -""","""- m e n""","Simple edit score, Progressive alignment with LCS"
46135,muffin,3,m u f f i n s,0 1 2 3 4 5 6,"""m u f f i n -""","""- s""","Simple edit score, Progressive alignment",46135,muffin,3,m u f f i n s,0 1 2 3 4 5 6,"""m u f f i n -""","""- s""","Simple edit score, Progressive alignment with LCS"
608,Greek,0,G r e e k,0 1 2 3 4,"""G r e e k -""","""-""","Simple edit score, Progressive alignment",608,Greek,0,G r e e k,0 1 2 3 4,"""G r e e k -""","""-""","Simple edit score, Progressive alignment with LCS"
609,Greek,1,G r e e k s,0 1 2 3 4 5,"""G r e e k -""","""- s""","Simple edit score, Progressive alignment",609,Greek,1,G r e e k s,0 1 2 3 4 5,"""G r e e k -""","""- s""","Simple edit score, Progressive alignment with LCS"
