
s
	OTHER:

o u s
	SELECTED: ('o u s', None), score: 351, other:NO PARSING AVAILABLE
	OTHER:

i z e
	SELECTED: ('i z e', None), score: 344, other:NO PARSING AVAILABLE
	OTHER:

i s t
	SELECTED: ('i s t', None), score: 299, other:NO PARSING AVAILABLE
	OTHER:

g
	SELECTED: ('g', None), score: 272, other:NO PARSING AVAILABLE
	OTHER:

f
	SELECTED: ('f', None), score: 264, other:NO PARSING AVAILABLE
	OTHER:

a b l e
	SELECTED: ('a b l e', None), score: 252, other:NO PARSING AVAILABLE
	OTHER:

k
	SELECTED: ('k', None), score: 243, other:NO PARSING AVAILABLE
	OTHER:

m e n t
	SELECTED: ('m e n t', None), score: 240, other:NO PARSING AVAILABLE
	OTHER:

i v e
	SELECTED: ('i v e', None), score: 230, other:NO PARSING AVAILABLE
	OTHER:

o r
	SELECTED: ('o r', None), score: 223, other:NO PARSING AVAILABLE
	OTHER:

i t y
	SELECTED: ('i t y', None), score: 204, other:NO PARSING AVAILABLE
	OTHER:

i s h
	SELECTED: ('i s h', None), score: 200, other:NO PARSING AVAILABLE
	OTHER:

i s m
	SELECTED: ('i s m', None), score: 149, other:NO PARSING AVAILABLE
	OTHER:

t h
	SELECTED: ('t h', None), score: 147, other:NO PARSING AVAILABLE
	OTHER:

m a n
	SELECTED: ('m a n', None), score: 134, other:NO PARSING AVAILABLE
	OTHER:

h o u s e
	SELECTED: ('h o u s e', None), score: 129, other:NO PARSING AVAILABLE
	OTHER:

a g e
	SELECTED: ('a g e', None), score: 129, other:NO PARSING AVAILABLE
	OTHER:

m e n
	SELECTED: ('m e n', None), score: 128, other:NO PARSING AVAILABLE
	OTHER:

o
	SELECTED: ('o', None), score: 124, other:NO PARSING AVAILABLE
	OTHER:

i z i n g
	SELECTED: ('i z i n g', None), score: 112, other:NO PARSING AVAILABLE
	OTHER:

i z a t i o n
	SELECTED: ('i z a t i o n', None), score: 100, other:NO PARSING AVAILABLE
	OTHER:

i t i e s
	SELECTED: ('i t i e s', None), score: 91, other:NO PARSING AVAILABLE
	OTHER:

a b l y
	SELECTED: ('a b l y', None), score: 90, other:NO PARSING AVAILABLE
	OTHER:

h e a d
	SELECTED: ('h e a d', None), score: 82, other:NO PARSING AVAILABLE
	OTHER:

w a y
	SELECTED: ('w a y', None), score: 74, other:NO PARSING AVAILABLE
	OTHER:

l i n e
	SELECTED: ('l i n e', None), score: 73, other:NO PARSING AVAILABLE
	OTHER:

r o o m
	SELECTED: ('r o o m', None), score: 72, other:NO PARSING AVAILABLE
	OTHER:

a n t
	SELECTED: ('a n t', None), score: 72, other:NO PARSING AVAILABLE
	OTHER:

v e
	SELECTED: ('v e', None), score: 71, other:NO PARSING AVAILABLE
	OTHER:

b o a r d
	SELECTED: ('b o a r d', None), score: 71, other:NO PARSING AVAILABLE
	OTHER:

b o o k
	SELECTED: ('b o o k', None), score: 67, other:NO PARSING AVAILABLE
	OTHER:

s h i p
	SELECTED: ('s h i p', None), score: 62, other:NO PARSING AVAILABLE
	OTHER:

u s
	SELECTED: ('u s', None), score: 58, other:NO PARSING AVAILABLE
	OTHER:

p e d
	SELECTED: ('p e d', None), score: 58, other:NO PARSING AVAILABLE
	OTHER:

a n c e
	SELECTED: ('a n c e', None), score: 58, other:NO PARSING AVAILABLE
	OTHER:

u a l
	SELECTED: ('u a l', None), score: 57, other:NO PARSING AVAILABLE
	OTHER:

u p
	SELECTED: ('u p', None), score: 55, other:NO PARSING AVAILABLE
	OTHER:

p i n g
	SELECTED: ('p i n g', None), score: 54, other:NO PARSING AVAILABLE
	OTHER:

u r e
	SELECTED: ('u r e', None), score: 53, other:NO PARSING AVAILABLE
	OTHER:

v e s
	SELECTED: ('v e', 's'), score: 27403, other:50
	OTHER:
		('v e s', None), score: 100

b e d
	SELECTED: ('b e d', None), score: 50, other:NO PARSING AVAILABLE
	OTHER:

w o r k
	SELECTED: ('w o r k', None), score: 46, other:NO PARSING AVAILABLE
	OTHER:

h e a r t e d
	SELECTED: ('h e a r t e d', None), score: 46, other:NO PARSING AVAILABLE
	OTHER:

x
	SELECTED: ('x', None), score: 41, other:NO PARSING AVAILABLE
	OTHER:

s t o n e
	SELECTED: ('s t o n e', None), score: 40, other:NO PARSING AVAILABLE
	OTHER:

g r a p h
	SELECTED: ('g r a p h', None), score: 39, other:NO PARSING AVAILABLE
	OTHER:

b e r
	SELECTED: ('b e r', None), score: 39, other:NO PARSING AVAILABLE
	OTHER:

m i n d e d
	SELECTED: ('m i n d e d', None), score: 36, other:NO PARSING AVAILABLE
	OTHER:

i f i c a t i o n
	SELECTED: ('i f i c a t i o n', None), score: 35, other:NO PARSING AVAILABLE
	OTHER:

b a c k
	SELECTED: ('b a c k', None), score: 35, other:NO PARSING AVAILABLE
	OTHER:

u r
	SELECTED: ('u r', None), score: 34, other:NO PARSING AVAILABLE
	OTHER:

i a n
	SELECTED: ('i a n', None), score: 34, other:NO PARSING AVAILABLE
	OTHER:

' s
	SELECTED: ("' s", None), score: 32, other:NO PARSING AVAILABLE
	OTHER:

t i m e
	SELECTED: ('t i m e', None), score: 31, other:NO PARSING AVAILABLE
	OTHER:

i f i e d
	SELECTED: ('i f i e d', None), score: 31, other:NO PARSING AVAILABLE
	OTHER:

b o y
	SELECTED: ('b o y', None), score: 31, other:NO PARSING AVAILABLE
	OTHER:

b i n g
	SELECTED: ('b i n g', None), score: 31, other:NO PARSING AVAILABLE
	OTHER:

i f y i n g
	SELECTED: ('i f y i n g', None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

i f y
	SELECTED: ('i f y', None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

i f i e s
	SELECTED: ('i f i e s', None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

i b l e
	SELECTED: ('i b l e', None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

b o x e s
	SELECTED: ('b o x e s', None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

b o x
	SELECTED: ('b o x', None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

' t
	SELECTED: ("' t", None), score: 29, other:NO PARSING AVAILABLE
	OTHER:

l i g h t
	SELECTED: ('l i g h t', None), score: 28, other:NO PARSING AVAILABLE
	OTHER:

b a l l
	SELECTED: ('b a l l', None), score: 27, other:NO PARSING AVAILABLE
	OTHER:

s o m e
	SELECTED: ('s o m e', None), score: 26, other:NO PARSING AVAILABLE
	OTHER:

p e r s
	SELECTED: ('p e r s', None), score: 26, other:NO PARSING AVAILABLE
	OTHER:

p e r
	SELECTED: ('p e r', None), score: 26, other:NO PARSING AVAILABLE
	OTHER:

j a c k
	SELECTED: ('j a c k', None), score: 26, other:NO PARSING AVAILABLE
	OTHER:

s t i c k
	SELECTED: ('s t i c k', None), score: 23, other:NO PARSING AVAILABLE
	OTHER:

s k i n
	SELECTED: ('s k i n', None), score: 22, other:NO PARSING AVAILABLE
	OTHER:

w o m e n
	SELECTED: ('w o m e n', None), score: 21, other:NO PARSING AVAILABLE
	OTHER:

w o m a n
	SELECTED: ('w o m a n', None), score: 21, other:NO PARSING AVAILABLE
	OTHER:

l a n d
	SELECTED: ('l a n d', None), score: 21, other:NO PARSING AVAILABLE
	OTHER:

c a k e
	SELECTED: ('c a k e', None), score: 21, other:NO PARSING AVAILABLE
	OTHER:

' d
	SELECTED: ("' d", None), score: 21, other:NO PARSING AVAILABLE
	OTHER:

p i n
	SELECTED: ('p i n', None), score: 20, other:NO PARSING AVAILABLE
	OTHER:

f a c e
	SELECTED: ('f a c e', None), score: 20, other:NO PARSING AVAILABLE
	OTHER:

a b i l i t y
	SELECTED: ('a b i l i t y', None), score: 20, other:NO PARSING AVAILABLE
	OTHER:

s e q u e n t
	SELECTED: ('s e q u e n t', None), score: 18, other:NO PARSING AVAILABLE
	OTHER:

a d e
	SELECTED: ('a d e', None), score: 18, other:NO PARSING AVAILABLE
	OTHER:

w o o d
	SELECTED: ('w o o d', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

b o n e
	SELECTED: ('b o n e', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

' l l
	SELECTED: ("' l l", None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

t a i l
	SELECTED: ('t a i l', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

o u t
	SELECTED: ('o u t', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

d o m
	SELECTED: ('d o m', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

t r e e s
	SELECTED: ('t r e e s', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

t r e e
	SELECTED: ('t r e e', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

d a y s
	SELECTED: ('d a y s', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

d a y
	SELECTED: ('d a y', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

c l o t h
	SELECTED: ('c l o t h', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

s i d e
	SELECTED: ('s i d e', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

m e d
	SELECTED: ('m e d', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

l i k e
	SELECTED: ('l i k e', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

h o l e s
	SELECTED: ('h o l e s', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

h o l e
	SELECTED: ('h o l e', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

c a t
	SELECTED: ('c a t', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

b o a t s
	SELECTED: ('b o a t s', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

b o a t
	SELECTED: ('b o a t', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

p o i n t s
	SELECTED: ('p o i n t s', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

p o i n t
	SELECTED: ('p o i n t', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

p l a t e
	SELECTED: ('p l a t e', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

i b i l i t y
	SELECTED: ('i b i l i t y', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

' v e
	SELECTED: ("' v e", None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

p r o o f
	SELECTED: ('p r o o f', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

p o t s
	SELECTED: ('p o t s', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

p l a c e
	SELECTED: ('p l a c e', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

n u t s
	SELECTED: ('n u t s', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

n u t
	SELECTED: ('n u t', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

m i n g
	SELECTED: ('m i n g', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

i b l y
	SELECTED: ('i b l y', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

c u t
	SELECTED: ('c u t', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

a t i v e
	SELECTED: ('a t i v e', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

' r e
	SELECTED: ("' r e", None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

u m
	SELECTED: ('u m', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

p o t
	SELECTED: ('p o t', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

m e r
	SELECTED: ('m e r', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

l o c k
	SELECTED: ('l o c k', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

f a l l
	SELECTED: ('f a l l', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

b y
	SELECTED: ('b y', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

b o u n d
	SELECTED: ('b o u n d', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

b l e
	SELECTED: ('b l e', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

a t o r y
	SELECTED: ('a t o r y', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

s o n g
	SELECTED: ('s o n g', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

p o s t s
	SELECTED: ('p o s t s', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

p o s t
	SELECTED: ('p o s t', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

m i l l s
	SELECTED: ('m i l l s', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

m i l l
	SELECTED: ('m i l l', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

h o o d
	SELECTED: ('h o o d', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

b a g s
	SELECTED: ('b a g s', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

b a g
	SELECTED: ('b a g', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

y a r d s
	SELECTED: ('y a r d s', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

y a r d
	SELECTED: ('y a r d', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

u o u s
	SELECTED: ('u o u s', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

u d e
	SELECTED: ('u d e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

t i d e
	SELECTED: ('t i d e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

s a w
	SELECTED: ('s a w', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

r o a d
	SELECTED: ('r o a d', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

n a i l
	SELECTED: ('n a i l', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

m a s t e r s
	SELECTED: ('m a s t e r s', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

m a s t e r
	SELECTED: ('m a s t e r', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

i r o n
	SELECTED: ('i r o n', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

h o r s e s
	SELECTED: ('h o r s e s', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

h o r s e
	SELECTED: ('h o r s e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

g u n s
	SELECTED: ('g u n s', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

g u n
	SELECTED: ('g u n', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

f l i e s
	SELECTED: ('f l i e s', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

v i n g
	SELECTED: ('v i n g', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

t o n e
	SELECTED: ('t o n e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

s t a n d s
	SELECTED: ('s t a n d s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

s t a n d
	SELECTED: ('s t a n d', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

s h o p s
	SELECTED: ('s h o p s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

s h o p
	SELECTED: ('s h o p', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p y
	SELECTED: ('p y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p o l e s
	SELECTED: ('p o l e s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p o l e
	SELECTED: ('p o l e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p i t s
	SELECTED: ('p i t s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p i t
	SELECTED: ('p i t', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

m o s t
	SELECTED: ('m o s t', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

k e e p e r s
	SELECTED: ('k e e p e r s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

k e e p e r
	SELECTED: ('k e e p e r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

g i r l s
	SELECTED: ('g i r l s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

g i r l
	SELECTED: ('g i r l', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c a p s
	SELECTED: ('c a p s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c a p
	SELECTED: ('c a p', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b l y
	SELECTED: ('b l y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b a r s
	SELECTED: ('b a r s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b a r
	SELECTED: ('b a r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b a n d s
	SELECTED: ('b a n d s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b a n d
	SELECTED: ('b a n d', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

a n c y
	SELECTED: ('a n c y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

w i r e
	SELECTED: ('w i r e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

w a t e r
	SELECTED: ('w a t e r', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s t o r m s
	SELECTED: ('s t o r m s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s t o r m
	SELECTED: ('s t o r m', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

p i p e s
	SELECTED: ('p i p e s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

p i p e
	SELECTED: ('p i p e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

p i e c e s
	SELECTED: ('p i e c e s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

p i e c e
	SELECTED: ('p i e c e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

p a p e r
	SELECTED: ('p a p e r', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

n o s e d
	SELECTED: ('n o s e d', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

l a m p s
	SELECTED: ('l a m p s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

l a m p
	SELECTED: ('l a m p', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

k n i v e s
	SELECTED: ('k n i v e s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

k n i f e
	SELECTED: ('k n i f e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

i v i t y
	SELECTED: ('i v i t y', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

h a n d e d
	SELECTED: ('h a n d e d', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

h a n d
	SELECTED: ('h a n d', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

g l a s s e s
	SELECTED: ('g l a s s e s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

f l o w e r s
	SELECTED: ('f l o w e r s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

f l o w e r
	SELECTED: ('f l o w e r', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

f i e l d s
	SELECTED: ('f i e l d s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

f i e l d
	SELECTED: ('f i e l d', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

e w
	SELECTED: ('e w', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c o a t s
	SELECTED: ('c o a t s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c o a t
	SELECTED: ('c o a t', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c h a i r s
	SELECTED: ('c h a i r s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c h a i r
	SELECTED: ('c h a i r', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c a s e s
	SELECTED: ('c a s e s', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c a s e
	SELECTED: ('c a s e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

w i s e
	SELECTED: ('w i s e', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

w a r d s
	SELECTED: ('w a r d s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

w a r d
	SELECTED: ('w a r d', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

s i g h t e d
	SELECTED: ('s i g h t e d', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

s h e l l s
	SELECTED: ('s h e l l s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

s h e l l
	SELECTED: ('s h e l l', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

r o d s
	SELECTED: ('r o d s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

r o d
	SELECTED: ('r o d', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

p i e s t
	SELECTED: ('p i e s t', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

p i e r
	SELECTED: ('p i e r', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

o l o g y
	SELECTED: ('o l o g y', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

m y
	SELECTED: ('m y', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

m a r k s
	SELECTED: ('m a r k s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

m a r k
	SELECTED: ('m a r k', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

m a k e r s
	SELECTED: ('m a k e r s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

m a k e r
	SELECTED: ('m a k e r', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

f o r m i t y
	SELECTED: ('f o r m i t y', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

f o o t e d
	SELECTED: ('f o o t e d', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

d r o p s
	SELECTED: ('d r o p s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

d r o p
	SELECTED: ('d r o p', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

d r i e d
	SELECTED: ('d r i e d', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

d o g s
	SELECTED: ('d o g s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

d o g
	SELECTED: ('d o g', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

b i r d s
	SELECTED: ('b i r d s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

b i r d
	SELECTED: ('b i r d', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

b e a r e r s
	SELECTED: ('b e a r e r s', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

b e a r e r
	SELECTED: ('b e a r e r', None), score: 6, other:NO PARSING AVAILABLE
	OTHER:

w o r m s
	SELECTED: ('w o r m s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

w o r m
	SELECTED: ('w o r m', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

w i t t e d
	SELECTED: ('w i t t e d', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

w i n g s
	SELECTED: ('w i n g s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

w i n g
	SELECTED: ('w i n g', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

w a r e
	SELECTED: ('w a r e', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

v a b l e
	SELECTED: ('v a b l e', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t o p s
	SELECTED: ('t o p s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t o p
	SELECTED: ('t o p', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t h e r a p y
	SELECTED: ('t h e r a p y', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t h e r a p i s t s
	SELECTED: ('t h e r a p i s t s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t h e r a p i s t
	SELECTED: ('t h e r a p i s t', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t c h e r s
	SELECTED: ('t c h e r s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

t c h e r
	SELECTED: ('t c h e r', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

s p o k e n
	SELECTED: ('s p o k e n', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

s m i t h s
	SELECTED: ('s m i t h s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

s m i t h
	SELECTED: ('s m i t h', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

s h o t
	SELECTED: ('s h o t', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

s e l f
	SELECTED: ('s e l f', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

r e a d e r s
	SELECTED: ('r e a d e r s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

r e a d e r
	SELECTED: ('r e a d e r', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

p h o n i c
	SELECTED: ('p h o n i c', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

p e n n y
	SELECTED: ('p e n n y', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

p a n s
	SELECTED: ('p a n s', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

p a n
	SELECTED: ('p a n', None), score: 5, other:NO PARSING AVAILABLE
	OTHER:

o u g h t
