
r e
	SELECTED: ('s k y', None), score: 19, other:NO PARSING AVAILABLE
	OTHER:

s a f e t y
	SELECTED: ('s a f e t y', None), score: 19, other:NO PARSING AVAILABLE
	OTHER:

p a n
	SELECTED: ('p a n', None), score: 19, other:NO PARSING AVAILABLE
	OTHER:

r a d i o
	SELECTED: ('r a d i o', None), score: 18, other:NO PARSING AVAILABLE
	OTHER:

l i f e
	SELECTED: ('l i f e', None), score: 18, other:NO PARSING AVAILABLE
	OTHER:

b y
	SELECTED: ('b y', None), score: 18, other:NO PARSING AVAILABLE
	OTHER:

w e a t h e r
	SELECTED: ('w e a t h e r', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

t y p e
	SELECTED: ('t y p e', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

s h o p
	SELECTED: ('s h o p', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

h o r s e
	SELECTED: ('h o r s e', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

d o g
	SELECTED: ('d o g', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

b l u e
	SELECTED: ('b l u e', None), score: 17, other:NO PARSING AVAILABLE
	OTHER:

w o r d
	SELECTED: ('w o r d', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

t r i
	SELECTED: ('t r i', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

s t o r m
	SELECTED: ('s t o r m', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

s t o n e
	SELECTED: ('s t o n e', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

s a n d
	SELECTED: ('s a n d', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

g r a n d
	SELECTED: ('g r a n d', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

g o l d
	SELECTED: ('g o l d', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

f o x
	SELECTED: ('f o x', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

c o p y
	SELECTED: ('c o p y', None), score: 16, other:NO PARSING AVAILABLE
	OTHER:

w a s h
	SELECTED: ('w a s h', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

t a b l e
	SELECTED: ('t a b l e', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

s u p e r
	SELECTED: ('s u p e r', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

l o c k
	SELECTED: ('l o c k', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

f a c e
	SELECTED: ('f a c e', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

b r a i n
	SELECTED: ('b r a i n', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

b e l l
	SELECTED: ('b e l l', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

a r m
	SELECTED: ('a r m', None), score: 15, other:NO PARSING AVAILABLE
	OTHER:

t o o t h
	SELECTED: ('t o o t h', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

r i n g
	SELECTED: ('r i n g', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

p a r
	SELECTED: ('p a r', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

m i c r o
	SELECTED: ('m i c r o', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

j a c k
	SELECTED: ('j a c k', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

f i s h
	SELECTED: ('f i s h', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

e g g
	SELECTED: ('e g g', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

c r o
	SELECTED: ('c r o', None), score: 14, other:NO PARSING AVAILABLE
	OTHER:

u
	SELECTED: ('u', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

s t o c k
	SELECTED: ('s t o c k', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

s p a c e
	SELECTED: ('s p a c e', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

q u i c k
	SELECTED: ('q u i c k', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

q u a r t e r
	SELECTED: ('q u a r t e r', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

m o n o
	SELECTED: ('m o n o', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

m o n e y
	SELECTED: ('m o n e y', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

d e a t h
	SELECTED: ('d e a t h', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

c o r n
	SELECTED: ('c o r n', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

c o a l
	SELECTED: ('c o a l', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

c h a i n
	SELECTED: ('c h a i n', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

a f t e r
	SELECTED: ('a f t e r', None), score: 13, other:NO PARSING AVAILABLE
	OTHER:

t u r n
	SELECTED: ('t u r n', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

s o u n d
	SELECTED: ('s o u n d', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

s k i n
	SELECTED: ('s k i n', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

s h o e
	SELECTED: ('s h o e', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

s c h o o l
	SELECTED: ('s c h o o l', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

r o p e
	SELECTED: ('r o p e', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

p r e s s
	SELECTED: ('p r e s s', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

n a m e
	SELECTED: ('n a m e', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

l a n d i n g
	SELECTED: ('l a n d i n g', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

g o d
	SELECTED: ('g o d', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

g a m e
	SELECTED: ('g a m e', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

c h e c k
	SELECTED: ('c h e c k', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

b e s t
	SELECTED: ('b e s t', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

L
	SELECTED: ('L', None), score: 12, other:NO PARSING AVAILABLE
	OTHER:

w o r m
	SELECTED: ('w o r m', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

s u g a r
	SELECTED: ('s u g a r', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

s l i p
	SELECTED: ('s l i p', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

s i c k
	SELECTED: ('s i c k', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

r o c k
	SELECTED: ('r o c k', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

r o a d
	SELECTED: ('r o a d', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

r a i n
	SELECTED: ('r a i n', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

p a y
	SELECTED: ('p a y', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

n o s e
	SELECTED: ('n o s e', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

m u d
	SELECTED: ('m u d', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

l o u d
	SELECTED: ('l o u d', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

k i l o
	SELECTED: ('k i l o', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

h e a r t
	SELECTED: ('h e a r t', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

f a r
	SELECTED: ('f a r', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

d o w n
	SELECTED: ('d o w n', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

C
	SELECTED: ('C', None), score: 11, other:NO PARSING AVAILABLE
	OTHER:

w i n g
	SELECTED: ('w i n g', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

s h i r t
	SELECTED: ('s h i r t', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

p a p e r
	SELECTED: ('p a p e r', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

m i l k
	SELECTED: ('m i l k', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

m i d
	SELECTED: ('m i d', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

j
	SELECTED: ('j', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

h o m e
	SELECTED: ('h o m e', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

h e d g e
	SELECTED: ('h e d g e', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

h a y
	SELECTED: ('h a y', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

f i n g e r
	SELECTED: ('f i n g e r', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

d u s t
	SELECTED: ('d u s t', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

c u t
	SELECTED: ('c u t', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

b a r n
	SELECTED: ('b a r n', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

b a n d
	SELECTED: ('b a n d', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

a r c h
	SELECTED: ('a r c h', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

T
	SELECTED: ('T', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

S
	SELECTED: ('S', None), score: 10, other:NO PARSING AVAILABLE
	OTHER:

t h r e e
	SELECTED: ('t h r e e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

s t e a m
	SELECTED: ('s t e a m', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

s o m e
	SELECTED: ('s o m e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

r e t r o
	SELECTED: ('r e t r o', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

p h o n e
	SELECTED: ('p h o n e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

n u t
	SELECTED: ('n u t', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

h a r e
	SELECTED: ('h a r e', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

g r o u n d
	SELECTED: ('g r o u n d', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

d r y
	SELECTED: ('d r y', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

b r e a s t
	SELECTED: ('b r e a s t', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

b e t t e r
	SELECTED: ('b e t t e r', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

a u t o
	SELECTED: ('a u t o', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

N o n
	SELECTED: ('N o n', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

M
	SELECTED: ('M', None), score: 9, other:NO PARSING AVAILABLE
	OTHER:

w o r k
	SELECTED: ('w o r k', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

w h i t e
	SELECTED: ('w h i t e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

w a s t e
	SELECTED: ('w a s t e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

t i t l e
	SELECTED: ('t i t l e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

t h u n d e r
	SELECTED: ('t h u n d e r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

t h u m b
	SELECTED: ('t h u m b', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

t a i l
	SELECTED: ('t a i l', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

s k i
	SELECTED: ('s k i', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

s i n g l e
	SELECTED: ('s i n g l e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

r i d i n g
	SELECTED: ('r i d i n g', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

r a b b i t
	SELECTED: ('r a b b i t', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p r a y e r
	SELECTED: ('p r a y e r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

p l a c e
	SELECTED: ('p l a c e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

o x
	SELECTED: ('o x', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

o p e r a
	SELECTED: ('o p e r a', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

m u c k
	SELECTED: ('m u c k', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

l i t t e r
	SELECTED: ('l i t t e r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

l i t t
	SELECTED: ('l i t t', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

h o n e y
	SELECTED: ('h o n e y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

h i g h e s t
	SELECTED: ('h i g h e s t', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

h i g h e r
	SELECTED: ('h i g h e r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

g a t e
	SELECTED: ('g a t e', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

f o u r
	SELECTED: ('f o u r', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

f i e l d
	SELECTED: ('f i e l d', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

d u m b
	SELECTED: ('d u m b', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

d a y
	SELECTED: ('d a y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c o t t o n
	SELECTED: ('c o t t o n', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c o l l
	SELECTED: ('c o l l', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c o c k
	SELECTED: ('c o c k', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c l a s s
	SELECTED: ('c l a s s', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

c h i m n e y
	SELECTED: ('c h i m n e y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b r i c k
	SELECTED: ('b r i c k', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b r e a d
	SELECTED: ('b r e a d', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b i r d
	SELECTED: ('b i r d', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b a t h i n g
	SELECTED: ('b a t h i n g', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

b a b y
	SELECTED: ('b a b y', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

a e r o
	SELECTED: ('a e r o', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

A
	SELECTED: ('A', None), score: 8, other:NO PARSING AVAILABLE
	OTHER:

w i n d o w
	SELECTED: ('w i n d o w', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

t o w n
	SELECTED: ('t o w n', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

t i e
	SELECTED: ('t i e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s w i m m i n g
	SELECTED: ('s w i m m i n g', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s p r i n g
	SELECTED: ('s p r i n g', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s p e l l
	SELECTED: ('s p e l l', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s i g h t
	SELECTED: ('s i g h t', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s e e d
	SELECTED: ('s e e d', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s a l t
	SELECTED: ('s a l t', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

s a f e
	SELECTED: ('s a f e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

r i p
	SELECTED: ('r i p', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

r a c k
	SELECTED: ('r a c k', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

r a c e
	SELECTED: ('r a c e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

p i p e
	SELECTED: ('p i p e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

n e c k
	SELECTED: ('n e c k', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m u s k
	SELECTED: ('m u s k', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m o o n
	SELECTED: ('m o o n', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m i d d l e
	SELECTED: ('m i d d l e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m e g a
	SELECTED: ('m e g a', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m a y
	SELECTED: ('m a y', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m a t c h
	SELECTED: ('m a t c h', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

m a r k e t
	SELECTED: ('m a r k e t', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

l i t h o
	SELECTED: ('l i t h o', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

k e y
	SELECTED: ('k e y', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

j e r r y
	SELECTED: ('j e r r y', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

i r o n
	SELECTED: ('i r o n', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

i n k
	SELECTED: ('i n k', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

h o p
	SELECTED: ('h o p', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

e a r t h
	SELECTED: ('e a r t h', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

c r a s h
	SELECTED: ('c r a s h', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

b u t t e r
	SELECTED: ('b u t t e r', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

b o t t l e
	SELECTED: ('b o t t l e', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

b o m b
	SELECTED: ('b o m b', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

b o b
	SELECTED: ('b o b', None), score: 7, other:NO PARSING AVAILABLE
	OTHER:

b o a t
